Category,Rating,Reviews,Installs,Type,Price,Content Rating
HEALTH_AND_FITNESS,4.8,51227,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,3.9,357417,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,199,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,827597,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,9116,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.7,2071,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.7,50294,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,708674,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,1140,MEDIUM,Free,0,Teen
HEALTH_AND_FITNESS,3.9,232153,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,14709,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,12029,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,1873516,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,2880,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,270267,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,559186,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.7,77777,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,8642,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,501144,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,3.7,1861,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,1203,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,299,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,115721,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.7,14810,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,183662,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,27393,HIGH,Free,0,Mature 17
HEALTH_AND_FITNESS,4.6,10445,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4,49479,HIGH,Free,0,Teen
HEALTH_AND_FITNESS,4.3,4848,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,20812,HIGH,Free,0,Teen
HEALTH_AND_FITNESS,4.5,328469,VERY HIGH,Free,0,Teen
HEALTH_AND_FITNESS,4.2,100406,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,205299,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.9,66791,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,183669,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,399009,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,5420,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,130104,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,251534,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,28951,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,60096,HIGH,Free,0,Teen
HEALTH_AND_FITNESS,4.5,106547,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,134195,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,3.9,249855,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,27396,HIGH,Free,0,Mature 17
HEALTH_AND_FITNESS,4.4,708710,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,109756,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,38343,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,190247,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,827651,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,115721,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,75571,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,70769,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,2107,MEDIUM,Paid,2.99,Everyone
HEALTH_AND_FITNESS,4.4,26540,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,1608,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,19074,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,7976,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,7586,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.3,2885,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,48226,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,1026,LOW,Paid,3.99,Everyone
HEALTH_AND_FITNESS,4.9,28945,MEDIUM,Free,0,Teen
HEALTH_AND_FITNESS,4.4,11506,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.3,1288,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.1,6826,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,111450,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.8,19543,MEDIUM,Paid,2.99,Everyone
HEALTH_AND_FITNESS,4.5,233243,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.7,11689,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,77563,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.3,5499,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,70769,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,2107,MEDIUM,Paid,2.99,Everyone
HEALTH_AND_FITNESS,4.6,48286,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.3,26652,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,71269,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,20301,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,93691,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,56145,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,20326,HIGH,Free,0,Teen
HEALTH_AND_FITNESS,4.5,12955,HIGH,Free,0,Teen
HEALTH_AND_FITNESS,4.1,2681,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,325738,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,4102,MEDIUM,Free,0,Everyone 10
HEALTH_AND_FITNESS,4.5,40296,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.8,4559407,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.8,570242,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,1873523,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,121838,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.1,62616,HIGH,Free,0,Teen
HEALTH_AND_FITNESS,4.4,12858,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,34356,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,50679,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.3,16943,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,524299,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4,267,MEDIUM,Free,0,Teen
HEALTH_AND_FITNESS,4.6,623,MEDIUM,Free,0,Everyone 10
HEALTH_AND_FITNESS,4.5,27396,HIGH,Free,0,Mature 17
HEALTH_AND_FITNESS,4.4,708710,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,75571,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,117176,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,70416,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.7,15674,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,14402,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,270294,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,144050,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,100406,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,141163,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,183669,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,251534,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,28951,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,1873520,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,559262,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,501144,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,708753,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,69395,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,827653,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,27439,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4,2490,MEDIUM,Free,0,Everyone 10
HEALTH_AND_FITNESS,4.6,24094,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.1,18539,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4,3061,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,229210,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,20547,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.1,3405,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,3.5,217,MEDIUM,Free,0,Teen
HEALTH_AND_FITNESS,4.3,7895,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,32606,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,1324,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,1873520,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,69395,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,27439,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4,2490,MEDIUM,Free,0,Everyone 10
HEALTH_AND_FITNESS,4.5,126017,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,24094,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,20547,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,229214,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.1,2469,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4,3061,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.1,18539,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.1,3405,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,270294,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,32606,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,3.5,217,MEDIUM,Free,0,Teen
HEALTH_AND_FITNESS,4.3,7895,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,1324,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,1873523,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,69395,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,14394,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,26540,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,3.7,1812,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.3,13724,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,10253,MEDIUM,Free,0,Teen
HEALTH_AND_FITNESS,4.6,4642,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.7,16570,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,48226,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,20161,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4,2894,MEDIUM,Free,0,Everyone 10
HEALTH_AND_FITNESS,4.4,5038,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,11506,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.8,31665,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,205299,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.2,13799,MEDIUM,Free,0,Teen
HEALTH_AND_FITNESS,4.6,111455,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.1,111462,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,57634,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.5,233243,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.3,8576,HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.7,11689,MEDIUM,Free,0,Everyone
HEALTH_AND_FITNESS,4.6,77563,VERY HIGH,Free,0,Everyone
HEALTH_AND_FITNESS,4.4,70769,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.5,417907,VERY HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.8,3167,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.2,27386,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.5,162243,VERY HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.1,65913,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.1,24977,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4,6000,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.3,37711,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.5,175293,VERY HIGH,Free,0,Everyone
HOUSE_AND_HOME,,174,LOW,Free,0,Everyone
HOUSE_AND_HOME,4.6,353799,VERY HIGH,Free,0,Everyone
HOUSE_AND_HOME,3.7,2758,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,3.7,1437,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.2,7573,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.5,8481,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.3,10054,HIGH,Free,0,Everyone
HOUSE_AND_HOME,3.9,10117,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.6,39189,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.3,3522,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.4,71419,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.6,36857,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.5,39123,HIGH,Free,0,Everyone
HOUSE_AND_HOME,3.8,14653,HIGH,Free,0,Everyone
HOUSE_AND_HOME,,12,LOW,Free,0,Everyone
HOUSE_AND_HOME,4.4,23013,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.7,114,LOW,Free,0,Teen
HOUSE_AND_HOME,3.4,287,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.3,4435,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.3,43800,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4,4281,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4,7508,HIGH,Free,0,Everyone
HOUSE_AND_HOME,3.8,491,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,,160,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.3,22584,HIGH,Free,0,Everyone
HOUSE_AND_HOME,3.6,4087,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,3.8,2496,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.5,103305,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.6,2669,MEDIUM,Free,0,Teen
HOUSE_AND_HOME,,10,LOW,Free,0,Everyone
HOUSE_AND_HOME,4.5,7619,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.7,126,LOW,Free,0,Everyone
HOUSE_AND_HOME,4.3,273,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,3.7,2248,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,,10,LOW,Free,0,Everyone
HOUSE_AND_HOME,4.2,809,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,3.4,3280,HIGH,Free,0,Everyone
HOUSE_AND_HOME,3.9,1478,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4,2382,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4,4450,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4,515,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.6,353800,VERY HIGH,Free,0,Everyone
HOUSE_AND_HOME,4,4465,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.1,2427,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,3.9,6631,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.4,11200,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.4,6896,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.3,4435,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.6,36857,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.5,8481,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.5,162243,VERY HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.5,175293,VERY HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.5,417907,VERY HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.3,3834,MEDIUM,Free,0,Everyone
HOUSE_AND_HOME,4.2,27387,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.4,71421,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.3,22584,HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.6,353813,VERY HIGH,Free,0,Everyone
HOUSE_AND_HOME,4.1,81,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,3.9,2087,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.4,58,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,4.6,3014,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,,5,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,4.1,923,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,,26,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,,487,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,3.8,67007,HIGH,Free,0,Everyone
LIBRARIES_AND_DEMO,4.6,539,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,3.5,126862,VERY HIGH,Free,0,Everyone
LIBRARIES_AND_DEMO,4.7,48,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,4.3,1465,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.5,929,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.4,783,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,3.4,2907,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.3,434,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,,54,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,4.3,411,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.6,237,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.6,2580,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,,363,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.2,130272,VERY HIGH,Free,0,Everyone
LIBRARIES_AND_DEMO,,110,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,,91,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.6,130,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,,25,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,,20,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,4.4,7396,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,3.9,58055,HIGH,Free,0,Everyone
LIBRARIES_AND_DEMO,4.5,1703,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,3.8,7750,HIGH,Free,0,Everyone
LIBRARIES_AND_DEMO,4.3,6,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,3.7,12657,HIGH,Free,0,Everyone
LIBRARIES_AND_DEMO,5,26,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,3.2,1919,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.5,60170,HIGH,Free,0,Everyone
LIBRARIES_AND_DEMO,4.7,831,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4,8671,HIGH,Free,0,Everyone
LIBRARIES_AND_DEMO,,31,LOW,Free,0,Everyone
LIBRARIES_AND_DEMO,4.1,20145,HIGH,Free,0,Everyone
LIBRARIES_AND_DEMO,3.8,912,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.7,2639,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.5,399,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,,102,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.2,3945,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,,2221,MEDIUM,Free,0,Everyone
LIBRARIES_AND_DEMO,4.1,3781,HIGH,Free,0,Everyone
LIBRARIES_AND_DEMO,3.1,1267,MEDIUM,Free,0,Everyone
LIFESTYLE,4.1,18968,HIGH,Free,0,Teen
LIFESTYLE,4.1,47497,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.3,601,MEDIUM,Free,0,Everyone
LIFESTYLE,4,140995,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.6,51357,HIGH,Free,0,Everyone
LIFESTYLE,4.4,13565,HIGH,Free,0,Everyone
LIFESTYLE,4.4,39364,HIGH,Free,0,Everyone
LIFESTYLE,4.3,7287,HIGH,Free,0,Everyone
LIFESTYLE,4.6,161143,VERY HIGH,Free,0,Everyone 10
LIFESTYLE,3.2,16168,HIGH,Free,0,Everyone
LIFESTYLE,4.5,100,HIGH,Free,0,Everyone
LIFESTYLE,4.6,116079,HIGH,Free,0,Everyone
LIFESTYLE,4.6,815893,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.3,985,MEDIUM,Free,0,Everyone
LIFESTYLE,3,4260,HIGH,Free,0,Everyone
LIFESTYLE,4.4,726074,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.4,3829,HIGH,Free,0,Everyone
LIFESTYLE,4.3,33572,HIGH,Free,0,Everyone
LIFESTYLE,3.5,6145,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.3,34327,HIGH,Free,0,Everyone
LIFESTYLE,4.5,7457,HIGH,Free,0,Teen
LIFESTYLE,3.7,41941,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.5,82145,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.2,10944,HIGH,Free,0,Everyone
LIFESTYLE,4.3,665,MEDIUM,Free,0,Everyone
LIFESTYLE,4.6,2167,MEDIUM,Free,0,Everyone
LIFESTYLE,4.5,53652,HIGH,Free,0,Everyone
LIFESTYLE,3.9,18961,HIGH,Free,0,Everyone
LIFESTYLE,4.3,9412,HIGH,Free,0,Everyone
LIFESTYLE,3.3,9663,HIGH,Free,0,Everyone
LIFESTYLE,4.7,2225,MEDIUM,Free,0,Everyone
LIFESTYLE,4.2,23164,HIGH,Free,0,Mature 17
LIFESTYLE,3.2,3031,HIGH,Free,0,Everyone
LIFESTYLE,4.4,95557,VERY HIGH,Free,0,Everyone
LIFESTYLE,3.5,7869,HIGH,Free,0,Everyone
LIFESTYLE,3.7,4212,HIGH,Free,0,Everyone
LIFESTYLE,3.8,17368,VERY HIGH,Free,0,Everyone
LIFESTYLE,3.8,6554,MEDIUM,Free,0,Teen
LIFESTYLE,3.7,33264,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.6,34782,HIGH,Free,0,Everyone
LIFESTYLE,4,6676,HIGH,Free,0,Everyone
LIFESTYLE,3.6,1067,MEDIUM,Free,0,Everyone
LIFESTYLE,3.8,1797,MEDIUM,Free,0,Everyone
LIFESTYLE,4.1,367505,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.7,20304,MEDIUM,Free,0,Everyone
LIFESTYLE,3.9,7376,HIGH,Free,0,Everyone
LIFESTYLE,4.1,49147,HIGH,Free,0,Everyone
LIFESTYLE,4.6,69177,HIGH,Free,0,Teen
LIFESTYLE,4.2,3448,MEDIUM,Free,0,Everyone
LIFESTYLE,3.6,1067,MEDIUM,Free,0,Everyone
LIFESTYLE,4.6,39724,HIGH,Free,0,Everyone
LIFESTYLE,4.2,3788,HIGH,Free,0,Everyone
LIFESTYLE,4.4,95736,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.6,1658,MEDIUM,Free,0,Everyone
LIFESTYLE,4.7,20304,MEDIUM,Free,0,Everyone
LIFESTYLE,4.1,3309,MEDIUM,Free,0,Everyone
LIFESTYLE,3.9,987,LOW,Free,0,Everyone
LIFESTYLE,4,5208,MEDIUM,Free,0,Teen
LIFESTYLE,4.1,78298,HIGH,Free,0,Everyone
LIFESTYLE,4.6,34802,HIGH,Free,0,Everyone
LIFESTYLE,4.1,6808,MEDIUM,Free,0,Teen
LIFESTYLE,4.1,12452,MEDIUM,Free,0,Everyone
LIFESTYLE,4.1,360,LOW,Free,0,Everyone
LIFESTYLE,4.4,16637,HIGH,Free,0,Everyone
LIFESTYLE,3.8,1797,MEDIUM,Free,0,Everyone
LIFESTYLE,4.3,95904,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.1,6808,MEDIUM,Free,0,Teen
LIFESTYLE,4.1,12452,MEDIUM,Free,0,Everyone
LIFESTYLE,4.1,360,LOW,Free,0,Everyone
LIFESTYLE,4.4,16637,HIGH,Free,0,Everyone
LIFESTYLE,3.8,1797,MEDIUM,Free,0,Everyone
LIFESTYLE,4.3,95905,VERY HIGH,Free,0,Everyone
LIFESTYLE,4.4,3114,MEDIUM,Free,0,Everyone
LIFESTYLE,4.2,220,MEDIUM,Free,0,Everyone
LIFESTYLE,4.4,33,LOW,Free,0,Everyone
LIFESTYLE,4.3,1533,MEDIUM,Free,0,Everyone
LIFESTYLE,4.1,28301,HIGH,Free,0,Everyone
LIFESTYLE,4,3937,MEDIUM,Free,0,Everyone
LIFESTYLE,4.2,894,MEDIUM,Free,0,Everyone
LIFESTYLE,4.1,21195,HIGH,Free,0,Everyone
LIFESTYLE,3.9,2042,MEDIUM,Free,0,Everyone
LIFESTYLE,4.4,13213,HIGH,Free,0,Everyone
LIFESTYLE,4.6,118034,HIGH,Free,0,Everyone
LIFESTYLE,4.5,9464,MEDIUM,Free,0,Everyone
LIFESTYLE,4.5,10097,MEDIUM,Free,0,Everyone
LIFESTYLE,4.8,28588,HIGH,Free,0,Everyone
LIFESTYLE,4.4,19621,MEDIUM,Free,0,Everyone
LIFESTYLE,4.5,10544,HIGH,Free,0,Everyone
LIFESTYLE,4.5,4427,MEDIUM,Free,0,Everyone
LIFESTYLE,4.6,50338,HIGH,Free,0,Everyone
LIFESTYLE,4.5,3346,MEDIUM,Free,0,Teen
GAME,4.5,4447388,VERY HIGH,Free,0,Everyone 10
GAME,4.5,27722264,VERY HIGH,Free,0,Everyone 10
GAME,4.4,22426677,VERY HIGH,Free,0,Everyone
GAME,4.7,254258,VERY HIGH,Free,0,Everyone
GAME,4.5,148897,VERY HIGH,Free,0,Everyone
GAME,4.2,369203,VERY HIGH,Free,0,Everyone
GAME,4.4,5234162,VERY HIGH,Free,0,Everyone
GAME,4.6,23133508,VERY HIGH,Free,0,Everyone 10
GAME,4.3,8118609,VERY HIGH,Free,0,Everyone
