Category,Content Rating,Reviews,Installs,Type,Price,Rating
GAME,Everyone 10,4578476,50000000,Free,0,4.6
GAME,Teen,145353,10000000,Free,0,4.2
GAME,Everyone,1499373,100000000,Free,0,4.2
GAME,Everyone,531458,5000000,Free,0,4.5
GAME,Teen,3714270,50000000,Free,0,4.4
GAME,Everyone,195558,10000000,Free,0,4.2
GAME,Everyone,29940,1000000,Free,0,4.5
GAME,Everyone,230727,10000000,Free,0,4.8
GAME,Everyone,41975,1000000,Free,0,4.4
GAME,Everyone,216675,10000000,Free,0,4.6
GAME,Teen,2311785,10000000,Free,0,4.5
GAME,Teen,165888,5000000,Free,0,4.3
GAME,Teen,541144,10000000,Free,0,4.6
GAME,Teen,1107310,10000000,Free,0,4.4
GAME,Everyone,29168,1000000,Free,0,4.4
GAME,Teen,189773,5000000,Free,0,4.5
GAME,Teen,337752,5000000,Free,0,4.6
GAME,Everyone 10,102107,5000000,Free,0,4.6
GAME,Everyone,3093358,10000000,Free,0,4.6
GAME,Everyone,42079,5000000,Free,0,4.1
GAME,Everyone,240416,5000000,Free,0,4.5
GAME,Everyone,32506,1000000,Free,0,4.6
GAME,Teen,70747,5000000,Free,0,4.4
GAME,Everyone,358817,10000000,Free,0,4.7
GAME,Everyone,15403,1000000,Free,0,4.6
GAME,Everyone,38957,1000000,Free,0,4.3
GAME,Everyone,214777,5000000,Free,0,4.5
GAME,Teen,100609,1000000,Free,0,4.6
GAME,Teen,1343866,10000000,Free,0,4.2
GAME,Mature 17,168717,10000000,Free,0,4.5
GAME,Everyone,549720,10000000,Free,0,4.8
GAME,Teen,18996,1000000,Free,0,4.1
GAME,Teen,25094,1000000,Free,0,4.3
GAME,Teen,93033,5000000,Free,0,4.4
GAME,Everyone 10,120592,10000000,Free,0,4
GAME,Teen,187972,5000000,Free,0,4.2
GAME,Everyone 10,484981,10000000,Free,0,4
GAME,Teen,2055,100000,Free,0,4.2
GAME,Mature 17,73539,1000000,Free,0,4.5
GAME,Teen,59017,1000000,Free,0,4.7
GAME,Teen,5829,100000,Free,0,4.2
GAME,Everyone,18621,100000,Paid,2.99,4.4
GAME,Everyone 10,19922,100000,Paid,1.99,4.6
GAME,Everyone,21119,100000,Paid,4.99,4.9
GAME,Teen,7412,100000,Paid,4.99,4.4
GAME,Everyone,18125,100000,Paid,4.99,4.5
GAME,Everyone,10795,100000,Paid,5.99,4.6
GAME,Teen,13004,100000,Paid,6.99,4.2
GAME,Teen,38207,100000,Paid,9.99,4.5
GAME,Everyone,9394,100000,Paid,4.99,4.6
GAME,Teen,337913,5000000,Free,0,4.6
GAME,Everyone 10,4449882,100000000,Free,0,4.5
GAME,Everyone,22429716,500000000,Free,0,4.4
GAME,Everyone,3883589,100000000,Free,0,4.6
GAME,Everyone,14200550,100000000,Free,0,4.5
GAME,Teen,2719142,10000000,Free,0,4.6
GAME,Teen,1107197,10000000,Free,0,4.4
GAME,Teen,3716278,50000000,Free,0,4.4
GAME,Teen,931595,10000000,Free,0,4.3
GAME,Teen,165928,5000000,Free,0,4.3
GAME,Everyone,1480189,10000000,Free,0,4.6
GAME,Teen,2468063,50000000,Free,0,4.3
GAME,Everyone 10,309176,5000000,Free,0,4.3
GAME,Teen,807338,10000000,Free,0,4.6
GAME,Everyone,446434,10000000,Free,0,4.5
GAME,Everyone,214819,5000000,Free,0,4.5
GAME,Mature 17,522466,10000000,Free,0,4.2
GAME,Everyone 10,584126,10000000,Free,0,4.7
GAME,Mature 17,32551,500000,Free,0,4.3
GAME,Teen,90218,1000000,Free,0,4
GAME,Everyone,212524,5000000,Free,0,4.4
GAME,Teen,2045554,50000000,Free,0,4.3
GAME,Teen,745684,5000000,Free,0,4.6
GAME,Everyone 10,416540,10000000,Free,0,4.7
GAME,Teen,16601,500000,Free,0,4.4
GAME,Teen,59017,1000000,Free,0,4.7
GAME,Teen,3057481,50000000,Free,0,4.4
GAME,Teen,224514,5000000,Free,0,4.3
GAME,Teen,26247,1000000,Free,0,4.2
GAME,Everyone,22430188,500000000,Free,0,4.4
GAME,Everyone 10,4449910,100000000,Free,0,4.5
GAME,Everyone,14201891,100000000,Free,0,4.5
GAME,Everyone 10,27725352,1000000000,Free,0,4.5
GAME,Everyone,6199095,100000000,Free,0,4.4
GAME,Mature 17,10493,1000000,Free,0,4.3
GAME,Everyone,148945,10000000,Free,0,4.5
GAME,Everyone,1351771,10000000,Free,0,4.7
GAME,Everyone,1889582,50000000,Free,0,4.7
GAME,Everyone 10,23136735,100000000,Free,0,4.6
GAME,Everyone 10,44893888,100000000,Free,0,4.6
GAME,Everyone,7614415,100000000,Free,0,4.4
GAME,Everyone 10,4067651,100000000,Free,0,4.4
GAME,Everyone,295576,10000000,Free,0,4.7
GAME,Everyone,59907,5000000,Free,0,4.6
GAME,Everyone,10460,1000000,Free,0,4.5
GAME,Everyone,10486018,500000000,Free,0,4.3
GAME,Everyone,8119151,500000000,Free,0,4.3
GAME,Everyone,1295625,100000000,Free,0,4.3
GAME,Everyone,3093932,10000000,Free,0,4.6
GAME,Everyone,230849,10000000,Free,0,4.8
GAME,Everyone,9883367,100000000,Free,0,4.5
GAME,Everyone,5235294,100000000,Free,0,4.4
GAME,Everyone,3198176,100000000,Free,0,4.5
GAME,Everyone,10055521,100000000,Free,0,4.5
GAME,Everyone,4129665,50000000,Free,0,4.6
GAME,Everyone,2158580,10000000,Free,0,4.6
GAME,Everyone,506593,10000000,Free,0,4.6
GAME,Everyone,5419676,100000000,Free,0,4.6
GAME,Everyone,990723,10000000,Free,0,4.7
GAME,Everyone,592504,50000000,Free,0,4.5
GAME,Everyone,21892,1000000,Free,0,4.5
GAME,Teen,1138239,50000000,Free,0,4.5
GAME,Everyone,9883806,100000000,Free,0,4.6
GAME,Everyone,197540,10000000,Free,0,4.5
GAME,Everyone,74695,10000000,Free,0,4.4
GAME,Everyone,5566889,100000000,Free,0,4.4
GAME,Everyone,2698882,100000000,Free,0,4.6
GAME,Teen,1535973,50000000,Free,0,4.7
GAME,Everyone,14892469,500000000,Free,0,4.5
GAME,Everyone,8923818,100000000,Free,0,4.4
GAME,Mature 17,7674252,100000000,Free,0,4.6
GAME,Everyone,1125438,10000000,Free,0,4.7
GAME,Everyone,29445,5000000,Free,0,4.6
GAME,Teen,655145,10000000,Free,0,4.5
GAME,Everyone 10,4921451,100000000,Free,0,4.4
GAME,Teen,5476569,100000000,Free,0,4.5
GAME,Everyone,1083571,50000000,Free,0,4.3
GAME,Everyone 10,27725352,1000000000,Free,0,4.5
GAME,Everyone,1500999,100000000,Free,0,4.2
GAME,Everyone,4230886,100000000,Free,0,4.5
GAME,Everyone,8119154,500000000,Free,0,4.3
GAME,Everyone,5235294,100000000,Free,0,4.4
GAME,Teen,1535973,50000000,Free,0,4.7
GAME,Everyone,2698889,100000000,Free,0,4.6
GAME,Everyone,990663,10000000,Free,0,4.7
GAME,Mature 17,7674252,100000000,Free,0,4.6
GAME,Everyone 10,2119218,50000000,Free,0,4.4
GAME,Teen,1327265,50000000,Free,0,4.6
GAME,Everyone,184210,10000000,Free,0,4.5
GAME,Teen,1003269,50000000,Free,0,4.3
GAME,Teen,1242855,50000000,Free,0,4.5
GAME,Everyone,401425,10000000,Free,0,4.5
GAME,Everyone 10,10979062,100000000,Free,0,4.6
GAME,Everyone,515657,10000000,Free,0,4.6
GAME,Teen,955656,10000000,Free,0,4.3
GAME,Teen,337913,5000000,Free,0,4.6
GAME,Mature 17,1468591,50000000,Free,0,4.5
GAME,Teen,725897,10000000,Free,0,4.7
GAME,Teen,549039,50000000,Free,0,4.5
GAME,Everyone,1559650,50000000,Free,0,4.7
GAME,Everyone 10,292164,10000000,Free,0,4.7
GAME,Teen,520962,10000000,Free,0,4.6
GAME,Teen,1381820,10000000,Free,0,4.4
GAME,Everyone,525517,10000000,Free,0,4.3
GAME,Everyone,696,100000,Free,0,4.5
GAME,Everyone 10,194969,10000000,Free,0,4.3
GAME,Teen,327599,10000000,Free,0,4.4
GAME,Everyone,3816799,100000000,Free,0,4.2
GAME,Mature 17,10538,1000000,Free,0,4.3
GAME,Teen,5476569,100000000,Free,0,4.5
GAME,Everyone 10,105620,1000000,Free,0,4.4
GAME,Everyone 10,37139,1000000,Free,0,4.7
GAME,Teen,147791,5000000,Free,0,4.2
GAME,Everyone,347883,10000000,Free,0,4.1
GAME,Everyone 10,343263,10000000,Free,0,4.5
GAME,Everyone,216849,10000000,Free,0,4.5
GAME,Everyone 10,354373,10000000,Free,0,4.5
GAME,Teen,753043,100000000,Free,0,4.1
GAME,Everyone,43055,5000000,Free,0,4.3
GAME,Mature 17,80678,5000000,Free,0,4.5
GAME,Teen,153381,10000000,Free,0,4.4
GAME,Everyone 10,559,100000,Free,0,4.5
GAME,Everyone 10,3073251,50000000,Free,0,4.6
GAME,Teen,26649,5000000,Free,0,4
GAME,Teen,2151039,50000000,Free,0,4.3
GAME,Everyone,306764,10000000,Free,0,4.5
GAME,Everyone,22430188,500000000,Free,0,4.4
GAME,Everyone 10,4067651,100000000,Free,0,4.4
GAME,Everyone,59907,5000000,Free,0,4.6
GAME,Everyone,1500622,100000000,Free,0,4.2
GAME,Everyone,14201604,100000000,Free,0,4.5
GAME,Everyone,280098,10000000,Free,0,4.6
GAME,Everyone,148990,10000000,Free,0,4.5
GAME,Everyone,154264,10000000,Free,0,4.7
GAME,Everyone,26985,5000000,Free,0,4.5
GAME,Everyone,1125438,10000000,Free,0,4.5
GAME,Everyone,5387781,100000000,Free,0,4.5
GAME,Everyone,8923847,100000000,Free,0,4.4
GAME,Teen,1327269,50000000,Free,0,4.6
GAME,Everyone,23043,5000000,Free,0,4.3
GAME,Everyone,42145,10000000,Free,0,4.4
GAME,Everyone,1295625,100000000,Free,0,4.3
GAME,Everyone,990796,10000000,Free,0,4.7
GAME,Teen,171448,10000000,Free,0,4.7
GAME,Everyone,2610680,100000000,Free,0,4.4
GAME,Everyone,1300619,50000000,Free,0,4.3
GAME,Everyone,2123793,100000000,Free,0,4.4
GAME,Everyone,21892,1000000,Free,0,4.5
GAME,Teen,6074627,100000000,Free,0,4.5
GAME,Everyone,104303,10000000,Free,0,4.4
GAME,Everyone,5566908,100000000,Free,0,4.4
GAME,Everyone,1480182,10000000,Free,0,4.6
GAME,Everyone,2750645,100000000,Free,0,4.6
GAME,Everyone,47644,5000000,Free,0,4.4
GAME,Everyone,125647,10000000,Free,0,4.6
GAME,Everyone,4355,1000000,Free,0,4.2
GAME,Everyone 10,2119235,50000000,Free,0,4.4
GAME,Everyone,214878,10000000,Free,0,4.6
GAME,Teen,811040,10000000,Free,0,4.6
GAME,Teen,1536349,50000000,Free,0,4.7
GAME,Everyone,592504,50000000,Free,0,4.5
GAME,Everyone,17044,5000000,Free,0,4.2
GAME,Everyone,155186,10000000,Free,0,4.6
GAME,Everyone,1125566,10000000,Free,0,4.7
GAME,Everyone,5419676,100000000,Free,0,4.6
GAME,Everyone 10,34494,5000000,Free,0,4.3
GAME,Everyone,260651,10000000,Free,0,4.6
GAME,Everyone 10,4638163,100000000,Free,0,4.4
GAME,Everyone 10,4921409,100000000,Free,0,4.4
GAME,Mature 17,1468638,50000000,Free,0,4.5
GAME,Everyone,344585,50000000,Free,0,4.2
GAME,Everyone,7614407,100000000,Free,0,4.4
GAME,Everyone,234110,50000000,Free,0,4.3
GAME,Everyone,48615,10000000,Free,0,4.7
FAMILY,Everyone,470694,50000000,Free,0,4.5
FAMILY,Everyone,42145,10000000,Free,0,4.4
FAMILY,Everyone 10,4449910,100000000,Free,0,4.5
FAMILY,Everyone,14774,1000000,Free,0,4.4
FAMILY,Everyone,12753,5000000,Free,0,4.4
FAMILY,Everyone,33983,5000000,Free,0,4.5
FAMILY,Everyone,20267,1000000,Free,0,4.6
FAMILY,Everyone,5761,1000000,Free,0,4.5
FAMILY,Everyone,11618,5000000,Free,0,4.3
FAMILY,Everyone,12948,1000000,Free,0,4.7
FAMILY,Everyone,685,100000,Free,0,4.4
FAMILY,Everyone,9779,5000000,Free,0,4.5
FAMILY,Everyone,369378,50000000,Free,0,4.2
FAMILY,Everyone,11436,1000000,Free,0,4.5
FAMILY,Everyone,2150,500000,Free,0,4.5
FAMILY,Everyone,48615,10000000,Free,0,4.7
FAMILY,Everyone,382,500000,Free,0,4.4
FAMILY,Everyone,24936,5000000,Free,0,4.3
FAMILY,Everyone,1109,1000000,Free,0,4.6
FAMILY,Everyone,974,500000,Free,0,3.9
FAMILY,Everyone,108795,10000000,Free,0,4.2
FAMILY,Everyone,1455,500000,Free,0,4.5
FAMILY,Everyone,1024,1000000,Free,0,4.3
FAMILY,Everyone,1014822,50000000,Free,0,4.5
FAMILY,Everyone,86961,10000000,Free,0,4.4
FAMILY,Everyone,7320,1000000,Free,0,4.4
FAMILY,Everyone,269194,10000000,Free,0,4.8
FAMILY,Everyone,59843,5000000,Free,0,4.4
FAMILY,Everyone,18616,1000000,Free,0,4.4
FAMILY,Everyone,11950,5000000,Free,0,4.3
FAMILY,Everyone,4289,500000,Free,0,4.6
FAMILY,Everyone,68286,10000000,Free,0,4.1
FAMILY,Everyone,11716,1000000,Free,0,4.5
FAMILY,Everyone,3323,1000000,Free,0,4.5
FAMILY,Everyone,36606,10000000,Free,0,4.5
FAMILY,Everyone,328619,10000000,Free,0,4
FAMILY,Everyone 10,10216997,100000000,Free,0,4.5
FAMILY,Everyone,46741,10000000,Free,0,4.6
FAMILY,Everyone,530854,10000000,Free,0,4.5
FAMILY,Everyone,7050,1000000,Free,0,4.5
FAMILY,Everyone,235906,10000000,Free,0,4.5
FAMILY,Everyone,17753,1000000,Free,0,4.4
FAMILY,Everyone,6294400,100000000,Free,0,4.7
FAMILY,Everyone,520609,10000000,Free,0,4.5
FAMILY,Everyone 10,432,100000,Free,0,4.5
FAMILY,Everyone,32029,5000000,Free,0,4.2
FAMILY,Everyone,4207,100000,Free,0,4.3
FAMILY,Everyone,64,10000,Free,0,4.5
FAMILY,Everyone,96,5000,Paid,3.99,4.2
FAMILY,Everyone,82471,5000000,Free,0,4.3
FAMILY,Everyone,496,100000,Free,0,4.4
FAMILY,Everyone,20267,1000000,Free,0,4.6
FAMILY,Everyone,29436,1000000,Free,0,4.6
FAMILY,Everyone,19230,5000000,Free,0,4.5
FAMILY,Everyone,11126,1000000,Free,0,4.2
FAMILY,Everyone,23671,1000000,Free,0,4.5
FAMILY,Everyone,9652,1000000,Free,0,4.6
FAMILY,Everyone,9626,1000000,Free,0,4.6
FAMILY,Everyone,29319,5000000,Free,0,4.1
FAMILY,Everyone,1791,500000,Free,0,4.5
FAMILY,Everyone,9199,500000,Free,0,4.6
FAMILY,Everyone,14014,1000000,Free,0,4.6
FAMILY,Everyone 10,110877,1000000,Free,0,4.5
FAMILY,Everyone,160,50000,Free,0,4.3
FAMILY,Everyone,10366,1000000,Free,0,3.8
FAMILY,Everyone,47644,1000000,Free,0,4.5
FAMILY,Everyone,530792,10000000,Free,0,4.1
FAMILY,Everyone 10,12137,100000,Free,0,4.8
FAMILY,Everyone,237,100000,Free,0,3.9
FAMILY,Everyone,6404,500000,Free,0,4.5
FAMILY,Everyone,6356,500000,Free,0,4.4
FAMILY,Everyone,169,5000,Paid,2.99,4.3
FAMILY,Everyone,8,1000,Paid,3.99,4.2
FAMILY,Everyone,2,500,Paid,2.99,3
FAMILY,Everyone 10,4450855,100000000,Free,0,4.5
FAMILY,Everyone,86961,10000000,Free,0,4.4
FAMILY,Everyone 10,10216997,100000000,Free,0,4.5
FAMILY,Everyone,48701,10000000,Free,0,4.7
FAMILY,Everyone,15246,1000000,Free,0,4.1
FAMILY,Everyone,520654,10000000,Free,0,4.5
FAMILY,Everyone,4076,100000,Free,0,4.5
FAMILY,Everyone,530904,10000000,Free,0,4.5
FAMILY,Everyone,106750,1000000,Free,0,4.6
FAMILY,Everyone,33785,5000000,Free,0,4.3
FAMILY,Everyone,4207,500000,Free,0,4.3
FAMILY,Everyone,58795,10000000,Free,0,4.5
FAMILY,Everyone,3235,1000000,Free,0,4.2
FAMILY,Everyone,47031,1000000,Free,0,4.2
FAMILY,Everyone,131,100000,Free,0,4.4
FAMILY,Everyone,114,50000,Free,0,4.5
FAMILY,Everyone,673203,50000000,Free,0,4.1
FAMILY,Everyone,2178,500000,Free,0,4.2
FAMILY,Everyone,175625,10000000,Free,0,4.1
FAMILY,Everyone 10,8508,500000,Free,0,4.7
FAMILY,Everyone,3484,1000000,Free,0,4.3
FAMILY,Everyone,379415,10000000,Free,0,4.4
FAMILY,Everyone,19245,1000000,Free,0,4.4
FAMILY,Everyone,65,100000,Free,0,NaN
FAMILY,Everyone,24877,5000000,Free,0,4.3
FAMILY,Everyone,765,1000000,Free,0,4.4
FAMILY,Everyone,10088,1000000,Free,0,4.3
FAMILY,Everyone,525552,10000000,Free,0,4.3
FAMILY,Everyone,3762,1000000,Free,0,4.2
FAMILY,Everyone,141363,10000000,Free,0,4.2
FAMILY,Everyone,472584,10000000,Free,0,4.3
FAMILY,Everyone,1329192,50000000,Free,0,4.3
FAMILY,Everyone,148295,10000000,Free,0,4.1
FAMILY,Everyone,41273,5000000,Free,0,4.2
FAMILY,Everyone,278,100000,Free,0,4.5
FAMILY,Everyone,392596,10000000,Free,0,4.3
FAMILY,Everyone,43060,5000000,Free,0,4.3
FAMILY,Everyone,514088,10000000,Free,0,4.5
FAMILY,Everyone,41867,1000000,Free,0,4.1
FAMILY,Everyone,1014846,50000000,Free,0,4.5
FAMILY,Everyone,23060,1000000,Free,0,4.2
FAMILY,Everyone,112080,10000000,Free,0,4.4
FAMILY,Everyone,15489,1000000,Free,0,4
FAMILY,Everyone,51895,10000000,Free,0,4.1
FAMILY,Everyone,43060,5000000,Free,0,4.3
FAMILY,Everyone,525552,10000000,Free,0,4.3
FAMILY,Everyone,623398,10000000,Free,0,4.4
FAMILY,Everyone,472584,10000000,Free,0,4.3
FAMILY,Everyone,66661,5000000,Free,0,4.1
FAMILY,Everyone,10447,1000000,Free,0,4
FAMILY,Everyone,1574197,50000000,Free,0,4.3
FAMILY,Everyone,19170,1000000,Free,0,4.6
FAMILY,Everyone,169609,10000000,Free,0,4.3
FAMILY,Everyone 10,6188,500000,Free,0,4.7
FAMILY,Everyone,1369,500000,Free,0,4.3
FAMILY,Everyone,2952,500000,Free,0,4.4
FAMILY,Everyone,731,100000,Free,0,4.2
FAMILY,Everyone,9856,100000,Free,0,4.7
FAMILY,Everyone,10753,1000000,Free,0,3.9
FAMILY,Everyone,154,10000,Free,0,4.1
FAMILY,Everyone,288523,10000000,Free,0,4.1
FAMILY,Everyone,4522,500000,Free,0,4.1
FAMILY,Everyone,3328,100000,Paid,3.99,4.2
FAMILY,Everyone,31100,500000,Paid,3.99,4.7
FAMILY,Everyone,854,10000,Paid,4.99,4.4
FAMILY,Everyone,560,10000,Paid,3.99,4.3
FAMILY,Everyone,197,1000,Paid,2.99,4.5
FAMILY,Everyone,63186,10000000,Free,0,4.3
FAMILY,Everyone,23772,5000000,Free,0,4.3
FAMILY,Everyone,6007,1000000,Free,0,4.1
FAMILY,Everyone,2903,1000000,Free,0,4.1
FAMILY,Everyone,3617,1000000,Free,0,4.1
FAMILY,Everyone,3063,100000,Free,0,4.6
FAMILY,Everyone,3234,100000,Free,0,4.1
FAMILY,Everyone,276,50000,Free,0,4.4
FAMILY,Everyone,1595,500000,Free,0,4.4
FAMILY,Everyone,879,100000,Free,0,4.3
FAMILY,Everyone,68559,5000000,Free,0,4
FAMILY,Everyone,61,1000,Free,0,4.8
FAMILY,Everyone,1123,100000,Free,0,3.8
FAMILY,Everyone,30,1000,Paid,7.49,4.7
FAMILY,Everyone,566,50000,Free,0,4.5
FAMILY,Everyone,97,1000,Paid,2.99,4.8
FAMILY,Everyone,38,100,Paid,0.99,4.4
FAMILY,Everyone,4,100,Paid,0.99,4.8
FAMILY,Everyone,38,1000,Paid,0.99,4.2
FAMILY,Everyone,214,5000,Paid,4.99,4.2
FAMILY,Everyone,248,5000,Paid,2.99,4
FAMILY,Everyone,185,1000,Paid,4.99,4.7
FAMILY,Everyone,2195,10000,Paid,2.99,4.7
FAMILY,Everyone,1615,10000,Paid,4.99,3.9
FAMILY,Everyone,359,5000,Paid,4.99,4.5
FAMILY,Everyone,38021,10000000,Free,0,4.1
FAMILY,Everyone,6190,1000000,Free,0,4.4
FAMILY,Everyone,6903,1000000,Free,0,3.9
FAMILY,Everyone,13155,1000000,Free,0,4.4
FAMILY,Everyone,496,100000,Free,0,4.4
FAMILY,Everyone,418,100000,Free,0,3.6
FAMILY,Everyone,1160,100000,Free,0,4.4
FAMILY,Everyone,59917,5000000,Free,0,4.1
FAMILY,Everyone,1042,100000,Free,0,3.6
FAMILY,Everyone,73,1000,Paid,2.99,4.6
FAMILY,Everyone,382,10000,Paid,2.99,4.3
FAMILY,Everyone,253,10000,Paid,3.99,4.5
FAMILY,Everyone,3396,50000,Paid,3.99,4.4
FAMILY,Everyone,38021,10000000,Free,0,4.1
FAMILY,Everyone,6190,1000000,Free,0,4.4
FAMILY,Everyone,6903,1000000,Free,0,3.9
FAMILY,Everyone,13155,1000000,Free,0,4.4
FAMILY,Everyone,496,100000,Free,0,4.4
FAMILY,Everyone,418,100000,Free,0,3.6
FAMILY,Everyone,1160,100000,Free,0,4.4
FAMILY,Everyone,59917,5000000,Free,0,4.1
FAMILY,Everyone,1042,100000,Free,0,3.6
FAMILY,Everyone,73,1000,Paid,2.99,4.6
FAMILY,Everyone,382,10000,Paid,2.99,4.3
FAMILY,Everyone,253,10000,Paid,3.99,4.5
FAMILY,Everyone,3396,50000,Paid,3.99,4.4
FAMILY,Everyone 10,4450890,100000000,Free,0,4.5
FAMILY,Everyone,182173,10000000,Free,0,4.1
FAMILY,Everyone,470713,50000000,Free,0,4.5
FAMILY,Everyone,59729,10000000,Free,0,4.1
FAMILY,Everyone,133117,5000000,Free,0,3.9
FAMILY,Everyone,108795,10000000,Free,0,4.2
FAMILY,Everyone,47213,5000000,Free,0,4.1
FAMILY,Everyone,95537,10000000,Free,0,3.9
FAMILY,Everyone,66660,5000000,Free,0,4.1
FAMILY,Everyone,51838,5000000,Free,0,4.2
FAMILY,Everyone,6294397,100000000,Free,0,4.7
FAMILY,Everyone,36028,5000000,Free,0,3.8
FAMILY,Everyone,528745,10000000,Free,0,4.3
FAMILY,Everyone,169609,10000000,Free,0,4.3
FAMILY,Everyone,82471,5000000,Free,0,4.3
FAMILY,Everyone,44062,1000000,Free,0,3.9
FAMILY,Everyone,392596,10000000,Free,0,4.3
FAMILY,Everyone,79667,10000000,Free,0,4
FAMILY,Everyone,20763,5000000,Free,0,4
FAMILY,Everyone,1574204,50000000,Free,0,4.3
FAMILY,Everyone 10,123322,10000000,Free,0,4.2
FAMILY,Everyone,29319,5000000,Free,0,4.1
FAMILY,Everyone,8126,1000000,Free,0,4
FAMILY,Everyone,623398,10000000,Free,0,4.4
FAMILY,Everyone,50887,5000000,Free,0,4.3
FAMILY,Everyone,63160,1000000,Free,0,4.3
FAMILY,Everyone,13155,1000000,Free,0,4.4
FAMILY,Everyone,28737,1000000,Free,0,4.2
FAMILY,Everyone,530792,10000000,Free,0,4.1
FAMILY,Everyone,45579,1000000,Free,0,4.3
FAMILY,Everyone,19720,1000000,Free,0,4.2
FAMILY,Everyone,361970,5000000,Free,0,4.6
FAMILY,Everyone,159619,5000000,Free,0,4.1
FAMILY,Everyone,354384,10000000,Free,0,4.5
FAMILY,Everyone,272321,10000000,Free,0,4.4
FAMILY,Everyone 10,2376564,10000000,Paid,6.99,4.5
FAMILY,Everyone 10,129603,1000000,Paid,2.99,4.3
MEDICAL,Everyone,1135,100000,Paid,9,4.2
MEDICAL,Everyone,578,10000,Paid,0.99,4.4
MEDICAL,Everyone,129,10000,Paid,5.49,4.6
MEDICAL,Everyone,63,10000,Paid,9.99,4.5
MEDICAL,Everyone,216,10000,Paid,6.99,4.8
MEDICAL,Everyone 10,171,10000,Paid,10,4.5
MEDICAL,Everyone,45,5000,Paid,3.99,3.2
MEDICAL,Everyone,717,5000,Paid,5.99,4.6
MEDICAL,Everyone,2921,100000,Paid,24.99,4.5
MEDICAL,Mature 17,1533,50000,Paid,11.99,4.1
MEDICAL,Everyone,92,1000,Paid,79.99,4.6
MEDICAL,Everyone,199,10000,Paid,11.99,4.5
MEDICAL,Everyone,1361,50000,Paid,2.99,4.4
MEDICAL,Everyone,12,1000,Paid,16.99,4.4
MEDICAL,Everyone,15,1000,Paid,3.99,4.4
MEDICAL,Everyone,206,10000,Paid,2.99,3.8
MEDICAL,Everyone,395,1000,Paid,9.99,4.6
MEDICAL,Everyone,79,1000,Paid,3.99,2.5
MEDICAL,Everyone,15,1000,Paid,14.99,4
MEDICAL,Everyone,3,100,Paid,2.99,5
MEDICAL,Everyone,35,5000,Paid,3.99,4.3
MEDICAL,Everyone,77,5000,Paid,2.99,3.4
MEDICAL,Everyone,3,500,Paid,1,NaN
MEDICAL,Everyone,51,1000,Paid,29.99,3.4
MEDICAL,Everyone,214,10000,Paid,2.99,4.3
MEDICAL,Teen,104,1000,Paid,2.99,4.4
MEDICAL,Everyone,8,100,Paid,12.99,4.4
MEDICAL,Everyone,45,1000,Paid,4.99,4.2
MEDICAL,Everyone,2,500,Paid,2.99,5
MEDICAL,Everyone,80,5000,Paid,14.99,4.1
MEDICAL,Everyone,10,1000,Paid,5.99,3.9
MEDICAL,Everyone,156,500,Paid,3.49,4.6
MEDICAL,Everyone,178,1000,Paid,0.99,4.2
MEDICAL,Everyone,576,5000,Paid,2.49,4.4
MEDICAL,Everyone,168,10000,Paid,24.99,4.2
MEDICAL,Everyone,25,1000,Paid,10.99,3.6
MEDICAL,Everyone,163,10000,Paid,1.99,4.5
MEDICAL,Everyone,3,100,Paid,24.99,NaN
MEDICAL,Everyone,25,1000,Paid,4.99,4.7
MEDICAL,Everyone,319,5000,Paid,3.99,4.6
MEDICAL,Everyone,133,10000,Paid,2.99,4.5
MEDICAL,Everyone,9,1000,Paid,7.49,4.2
MEDICAL,Everyone,74,1000,Paid,1.5,4.2
MEDICAL,Everyone,3,100,Paid,2.99,4.3
MEDICAL,Everyone,4207,50000,Paid,3.99,4.4
MEDICAL,Everyone,12,1000,Paid,1.99,4.1
MEDICAL,Everyone 10,17,1000,Paid,9.99,4.4
MEDICAL,Everyone,358,5000,Paid,3.99,4.6
MEDICAL,Everyone,726,5000,Paid,3.99,4.4
MEDICAL,Everyone,33,1000,Paid,3.99,4.2
MEDICAL,Everyone,492,10000,Paid,7.99,4.5
MEDICAL,Everyone,0,50,Paid,14.99,NaN
MEDICAL,Everyone,41,1000,Paid,9.99,2.6
MEDICAL,Everyone,625,10000,Paid,3.99,4.6
MEDICAL,Everyone,12,1000,Paid,19.99,4.8
MEDICAL,Everyone,64,1000,Paid,29.99,4.2
MEDICAL,Everyone,11,500,Paid,15.99,4.7
MEDICAL,Everyone,4,500,Paid,0.99,3
MEDICAL,Everyone,214,1000,Paid,33.99,3.5
MEDICAL,Everyone,66,5000,Paid,0.99,4.6
MEDICAL,Everyone,59158,1000000,Free,0,4.8
MEDICAL,Everyone,19473,1000000,Free,0,4.2
MEDICAL,Everyone,73118,1000000,Free,0,4.6
MEDICAL,Everyone,27524,1000000,Free,0,4.4
MEDICAL,Everyone,102858,1000000,Free,0,4.8
MEDICAL,Everyone,2094,500000,Free,0,4
MEDICAL,Everyone,236,50000,Free,0,3.7
MEDICAL,Everyone,33033,5000000,Free,0,4.2
MEDICAL,Everyone,78825,1000000,Free,0,4.8
MEDICAL,Everyone,18674,1000000,Free,0,4.7
MEDICAL,Everyone,250,100000,Free,0,3.5
MEDICAL,Everyone,6266,500000,Free,0,3.9
MEDICAL,Everyone,22,10000,Free,0,4.2
